Company_Brand,Sector,Stage,HeadQuarter,What it does,Amount($),Founded,Founders,Investor,Top_Stage,Location
Predible Health,Medical Device,seed,"Bangalore, Karnataka, India",Healthcare devices for cancer detection,0.0,2017.0,Unknown,Investor,seed,India
Syncremedies Healthcare Pvt Ltd,"Alternative Medicine, Health Care",seed,"Bangalore, Karnataka, India","Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",0.0,2017.0,Unknown,Investor,seed,India
Blueleaf Cyberspace Systems,"Internet, Software",seed,"Bangalore, Karnataka, India",Bluleaf Cyberspace is Cloud Based Software Company.,0.0,2017.0,Unknown,Investor,seed,India
Toffee,—,seed,"Gurgaon, Haryana, India","Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",1500000.0,2017.0,Unknown,Investor,seed,India
ORO Wealth,—,series a,"Mumbai, Maharashtra, India",Online wealth management platform,1600000.0,2017.0,Unknown,Investor,series a,India
HealWell24,"Dental, Elder Care, Health Care, Home Health Care, Personal Health",seed,"Mumbai, Maharashtra, India","HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",200000.0,2017.0,Unknown,Investor,seed,India
Acko General Insurance,"Financial Services, Insurance, Private Social Networking",series a,"Mumbai, Maharashtra, India",Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,12000000.0,2017.0,Unknown,Investor,series a,India
arzooo.com,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",seed,"Bangalore, Karnataka, India",E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,180000.0,2017.0,Unknown,Investor,seed,India
Bonphul Air Products,CleanTech,angel,"Delhi, Delhi, India",A clean tech product Company,240000.0,2017.0,Unknown,Investor,Other,India
DheeYantra Research Labs,Artificial Intelligence,seed,"Bangalore, Karnataka, India","DheeYantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",0.0,2017.0,Unknown,Investor,seed,India
Edyoo,Education,seed,"Bengaluru, Karnataka, India","Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",1000000.0,2017.0,Unknown,Investor,seed,India
Chtrbox,"Advertising, Internet, Marketing",angel,"Mumbai, Maharashtra, India",Chtrbox connects social media influencers with brands .,120000.0,2017.0,Unknown,Investor,Other,India
Aashiyaan Housing and Development Finance,Financial Services,seed,"Kolkata, West Bengal, India",Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,1620000.0,2017.0,Unknown,Investor,seed,India
BetterPlace Safety Solutions Pvt. Ltd.,"Human Resources, Security, Training",series a,"Bangalore City, Karnataka, India","BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",3000000.0,2017.0,Unknown,Investor,series a,India
Cashkumar,"Consumer Lending, Finance, FinTech",seed,"Bengaluru, Karnataka, India",A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,600000.0,2017.0,Unknown,Investor,seed,India
Rocketium,"Marketing, Social Media, Video",seed,"Bangalore, Karnataka, India",Easy video creation for social media.,240000.0,2017.0,Unknown,Investor,seed,India
FreightBazaar,Transportation,seed,"Hyderabad, Andhra Pradesh, India",FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,0.0,2017.0,Unknown,Investor,seed,India
OPEN,Banking,seed,"Bangalore, Karnataka, India",Open up to a new world of Banking,0.0,2017.0,Unknown,Investor,seed,India
mfine,"Health Care, Hospital",series a,"Bengaluru, Karnataka, India",Hospital & Health Care Start up,4200000.0,2017.0,Unknown,Investor,series a,India
Earth Food,"Food and Beverage, Food Processing",seed,"Pune, Maharashtra, India",Earth Food is a healthy Food Start Up.,768000.0,2017.0,Unknown,Investor,seed,India
Charcoal Eats,Food Processing,seed,"Mumbai, Maharashtra, India",Charcoal Eats aims to bring Dominos style standardisation.,600000.0,2017.0,Unknown,Investor,seed,India
Wishfie,Apps,seed,"Bangalore, Karnataka, India",A platform for people to express their opinions in form of short videos around any topic.,0.0,2017.0,Unknown,Investor,seed,India
The Social Hook,Marketing,seed,"Bengaluru, Karnataka, India",Fast growing Influencer Marketing platform in India.,0.0,2017.0,Unknown,Investor,seed,India
FreightBro,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",seed,"Mumbai, Maharashtra, India",Software for the new-age freight,0.0,2017.0,Unknown,Investor,seed,India
Finwego,—,seed,"Chennai, Tamil Nadu, India",Finwego partners with Small and Medium Businesses in India to offer convenient and responsible credit to their employees,0.0,2017.0,Unknown,Investor,seed,India
Cricnwin,"Digital Entertainment, Fantasy Sports, Gaming, Sports",seed,"Gurgaon, Haryana, India",Cricnwin is a Gurugram - based Fan Engagement Platform,0.0,2017.0,Unknown,Investor,seed,India
Wicked Ride Adventure Services Private Limited,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",venture - series unknown,"Bangalore, Karnataka, India",Peer-to-Peer motor vehicles sharing,10000000.0,2017.0,Unknown,Investor,Other,India
Career Anna,"Commercial, E-Learning, Education",seed,"Bangalore, Karnataka, India",India's Go to Career Commerce Portal,480000.0,2017.0,Unknown,Investor,seed,India
ERUDITUS Executive Education,"Continuing Education, EdTech, Education, Skill Assessment",series c,"Mumbai, Maharashtra, India","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",40000000.0,2017.0,Unknown,Investor,series c,India
Gaia Smart Cities,"Smart Cities, Telecommunications",seed,"Mumbai, Maharashtra, India",Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,0.0,2017.0,Unknown,Investor,seed,India
Square Off,"Internet of Things, Robotics",seed,"Mumbai, Maharashtra, India",Delivering Imagination,1100000.0,2017.0,Unknown,Investor,seed,India
UrbanClap,"Apps, Home Services, Information Services, Information Technology",series d,"Delhi, Delhi, India",UrbanClap is India's leading managed marketplace for home services.,50000000.0,2017.0,Unknown,Investor,series d,India
Hospals,"Medical, Tourism",seed,"New Delhi, Delhi, India",Hospals is a medical tourism company.,1500000.0,2017.0,Unknown,Investor,seed,India
Kogta Financial India Limited,Financial Services,series b,"Jaipur, Rajasthan, India",Kogta Financial (India) Ltd is a retail-focused non banking financial company .,18480000.0,2017.0,Unknown,Investor,series b,India
Perspectico,"Career Planning, Education, Internet",seed,"New Delhi, Delhi, India",An Education Management startup.,0.0,2017.0,Unknown,Investor,seed,India
The Souled Store,"Fashion, Graphic Design, Wearables",venture - series unknown,"Mumbai, Maharashtra, India","The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",3000000.0,2017.0,Unknown,Investor,Other,India
Hush - Speak Up. Make Work Better,"Communities, Leisure, Mobile Apps, Software",seed,"Bangalore, Karnataka, India",Enabling diversity of opinions in organizations,540000.0,2017.0,Unknown,Investor,seed,India
Drivezy,"Automotive, Rental, Sharing Economy",debt financing,"Bengaluru, Karnataka, India",Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,100000000.0,2017.0,Unknown,Investor,Other,India
Freyr Energy,"Energy, Environmental Consulting, Renewable Energy, Solar",series a,"Hyderabad, Andhra Pradesh, India","Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",1500000.0,2017.0,Unknown,Investor,series a,India
NIRAMAI Health Analytix,"Health Care, Hospital",seed,"Bangalore, Karnataka, India",NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,6000000.0,2017.0,Unknown,Investor,seed,India
CloudSek,"Information Technology, SaaS, Security",seed,"Bengaluru, Karnataka, India",Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,1680000.0,2017.0,Unknown,Investor,seed,India
Lendbox,"Crowdfunding, Financial Services, Internet",seed,"Delhi, Delhi, India",Lendbox is India's leading peer-to-peer lending online lending platform.,720000.0,2017.0,Unknown,Investor,seed,India
Verloop,"Customer Service, Information Technology, Internet, Sales Automation",series a,"Bangalore, Karnataka, India",Verloop is an automated customer support and engagement platform.,3000000.0,2017.0,Unknown,Investor,series a,India
Flickstree,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming",seed,"Mumbai, Maharashtra, India","Flickstree is a smart video content aggregator, powered by Artificial Intelligence.",0.0,2017.0,Unknown,Investor,seed,India
Paymatrix,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",seed,"Hyderabad, Andhra Pradesh, India",India's Leading Property Rent management platform,100000.0,2017.0,Unknown,Investor,seed,India
Idha Skin Clinic,"Beauty, Cosmetics, Health Care, Service Industry",seed,"Bangalore City, Karnataka, India",Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,60000.0,2017.0,Unknown,Investor,seed,India
InCred,"Banking, Finance, Financial Services",private equity,"Mumbai, Maharashtra, India",InCred Finance is a mumbai-based non-banking financial company,41900000.0,2017.0,Unknown,Investor,Other,India
Vedantu,"EdTech, Education, Mobile, Tutoring",series b,"Bangalore, Karnataka, India",Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,11000000.0,2017.0,Unknown,Investor,series b,India
Sportido,"Social Media, Sports",seed,"Noida, Uttar Pradesh, India",Sportido is a sports discovery app that helps you find people and places to play 700+ sports around you.,0.0,2017.0,Unknown,Investor,seed,India
Stelis Biopharma,Biopharma,series b,"Bangalore, Karnataka, India",Stelis Biopharma is a vertically integrated biopharmaceutical company,100000000.0,2017.0,Unknown,Investor,series b,India
Magicpin,"E-Commerce, E-Commerce Platforms, Retail",series c,"Gurgaon, Haryana, India","Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",16920000.0,2017.0,Unknown,Investor,series c,India
Try & Buy,"E-Commerce, Fashion, Shopping",seed,"New Delhi, Delhi, India",Try & Buy,0.0,2017.0,Unknown,Investor,seed,India
Mech Mocha,"Digital Entertainment, Mobile, PC Games",series b,"Bangalore, Karnataka, India",Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,3530000.0,2017.0,Unknown,Investor,series b,India
Aye Finance,"Finance, Financial Services, Small and Medium Businesses",debt financing,"Gurgaon, Haryana, India",Aye Finance provides financial services to micro and small businesses in Northern India.,864000.0,2017.0,Unknown,Investor,Other,India
Aldopay,Mobile Payments,seed,"Chennai, Tamil Nadu, India",Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,200000.0,2017.0,Unknown,Investor,seed,India
Detect Technologies,"Artificial Intelligence, Energy, Oil and Gas",series a,"Chennai, Tamil Nadu, India",Completely automated remote control system.,3300000.0,2017.0,Unknown,Investor,series a,India
Signzy,"Computer, FinTech, Risk Management, Software",series a,"Bangalore, Karnataka, India",Signzy are creating 'building blocks for a Digital Trust system.,2880000.0,2017.0,Unknown,Investor,series a,India
CashRich,"Apps, Financial Services, FinTech",seed,"Mumbai, Maharashtra, India",A Mumbai-based fin-tech startup,1000000.0,2017.0,Unknown,Investor,seed,India
Cloudnine Hospitals,"Child Care, Health Care, Hospital, Medical, Women's",private equity,"Bangalore, Karnataka, India",Cloudnine is an Indian chain of women and child care hospitals.,0.0,2017.0,Unknown,Investor,Other,India
CropIn Technologies,"Agriculture, Mobile",series b,"Bengaluru, Karnataka, India","To discover, develop and deliver innovative solution in Agtech Space",6960000.0,2017.0,Unknown,Investor,series b,India
Billdesk,"Finance, FinTech, Payments, Property Development, Rental",venture - series unknown,"Ahmedabad, Gujarat, India","BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",0.0,2017.0,Unknown,Investor,Other,India
Yaantra,"Information Services, Information Technology, Mobile, Software",debt financing,"Delhi, Delhi, India","Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",2000000.0,2017.0,Unknown,Investor,Other,India
TECHBOOZE,Education,seed,"New Delhi, Delhi, India","Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",100000.0,2017.0,Unknown,Investor,seed,India
HealthifyMe,"Apps, Fitness, Health Care, mHealth",series b,"Bangalore, Karnataka, India",HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,6000000.0,2017.0,Unknown,Investor,series b,India
